	AMIKACIN	AMOXICILLIN	AMOXICILLIN_CLAVULANATE	CAPREOMYCIN	CIPROFLOXACIN	CLARITHROMYCIN	CLOFAZIMINE	CYCLOSERINE	ETHAMBUTOL	ETHIONAMIDE	GATIFLOXACIN	ISONIAZID	KANAMYCIN	LEVOFLOXACIN	MOXIFLOXACIN	NICOTINAMIDE	OFLOXACIN	PARA-AMINOSALICYLIC_ACID	PROTHIONAMIDE	PYRAZINAMIDE	RIFABUTIN	RIFAMPICIN	STREPTOMYCIN	country	date	lineage1	lineage2	lineage3	lineage4	lineage5	lineage6	lineage7	strain
7254	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	0	-1	0	0	Russia	2009	0	0	0	1	0	0	0	SAMEA1403613
7255	0	-1	-1	1	-1	-1	-1	-1	1	-1	-1	1	-1	-1	0	-1	0	-1	1	0	-1	1	1	Russia	2009	0	1	0	0	0	0	0	SAMEA1403614
7257	0	-1	-1	0	-1	-1	-1	-1	1	-1	-1	1	-1	-1	1	-1	1	-1	1	0	-1	1	1	Russia	2009	0	1	0	0	0	0	0	SAMEA1403617
7262	0	-1	-1	0	-1	-1	-1	-1	0	-1	-1	0	0	-1	0	-1	0	-1	-1	0	-1	0	0	South Africa	missing	0	0	0	1	0	0	0	SAMN03648732
7263	0	-1	-1	0	-1	-1	-1	-1	0	-1	-1	0	0	-1	0	-1	0	-1	-1	0	-1	0	0	South Africa	missing	0	0	0	0	0	0	0	SAMN03648733
7264	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	United Kingdom	missing	0	0	0	1	0	0	0	SAMN03647173
7265	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	United Kingdom	missing	0	0	0	1	0	0	0	SAMN03647166
7266	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	United Kingdom	missing	0	0	0	1	0	0	0	SAMN03647167
7267	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	United Kingdom	missing	0	0	0	1	0	0	0	SAMN03647164
7268	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	United Kingdom	missing	0	0	0	1	0	0	0	SAMN03647165
7269	-1	-1	-1	-1	0	-1	-1	-1	0	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	United Kingdom	missing	0	0	0	1	0	0	0	SAMN03647162
7270	-1	-1	-1	-1	0	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	United Kingdom	missing	0	0	0	1	0	0	0	SAMN03647163
7271	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	0	-1	0	0	Sierra Leone		0	0	0	1	0	0	0	SAMEA2534409
7272	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	0	-1	0	0	Sierra Leone		1	0	0	0	0	0	0	SAMEA2534408
7273	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	0	-1	0	0	Germany		0	0	0	0	0	0	0	SAMEA2534407
7274	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	0	-1	0	0	Germany		0	0	0	0	0	0	0	SAMEA2534406
7275	0	-1	-1	0	-1	-1	-1	0	0	0	-1	1	-1	-1	-1	-1	0	0	0	0	-1	1	1	Germany		0	1	0	0	0	0	0	SAMEA2534405
7276	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	0	-1	0	0	Germany		0	0	0	0	0	0	0	SAMEA2534404
7277	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	0	-1	0	0	Sierra Leone		0	0	0	0	0	0	0	SAMEA2534954
7278	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	0	-1	0	0	Sierra Leone		0	0	0	1	0	0	0	SAMEA2534401
7279	0	0	-1	0	-1	-1	-1	-1	0	-1	-1	1	-1	-1	-1	-1	0	-1	-1	0	-1	1	1	Uzbekistan		0	0	0	0	0	0	0	SAMEA2534400
7280	0	-1	-1	0	-1	-1	-1	-1	0	-1	-1	0	0	-1	0	-1	0	-1	-1	0	-1	0	0	South Africa	missing	0	0	0	0	0	0	0	SAMN03648734
7281	0	-1	-1	0	-1	-1	-1	-1	0	-1	-1	0	0	-1	0	-1	0	-1	-1	0	-1	0	0	South Africa	missing	0	0	0	1	0	0	0	SAMN03648735
7282	0	0	-1	0	-1	-1	-1	-1	1	-1	-1	1	-1	-1	-1	-1	0	-1	-1	1	-1	1	1	Uzbekistan		0	0	0	0	0	0	0	SAMEA2534045
7283	-1	-1	-1	-1	0	-1	-1	-1	0	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	United Kingdom	missing	0	0	0	1	0	0	0	SAMN03647179
7284	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	0	-1	0	0	Sierra Leone		0	0	0	0	0	1	0	SAMEA2534512
7285	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	Uganda	unknown	0	0	0	1	0	0	0	SAMN02567661
7286	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	United Kingdom	missing	0	0	0	1	0	0	0	SAMN03647178
7287	0	-1	-1	0	-1	-1	-1	-1	0	-1	-1	0	0	-1	0	-1	0	-1	-1	0	-1	0	0	South Africa	missing	0	0	0	0	0	0	0	SAMN03648738
7288	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	0	-1	0	0	Germany		0	0	0	0	0	0	0	SAMEA2535128
7289	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	Malawi	2007	0	0	0	1	0	0	0	SAMEA1556725
7290	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	Malawi	2006	0	0	0	1	0	0	0	SAMEA1556724
7291	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	Malawi	2006	0	0	0	1	0	0	0	SAMEA1556727
7292	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	Malawi	2006	0	0	1	0	0	0	0	SAMEA1556726
7293	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	Malawi	2008	0	0	0	1	0	0	0	SAMEA1556721
7294	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	Malawi	2005	0	0	0	1	0	0	0	SAMEA1556720
7295	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	Malawi	2007	0	0	0	1	0	0	0	SAMEA1556722
7296	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	Malawi	2005	0	0	0	1	0	0	0	SAMEA1556729
7297	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	Malawi	2008	0	0	0	1	0	0	0	SAMEA1556728
7298	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	United Kingdom	missing	0	1	0	0	0	0	0	SAMN03648512
7299	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	United Kingdom	missing	0	0	0	1	0	0	0	SAMN03648513
7300	-1	-1	-1	-1	0	-1	-1	-1	0	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	United Kingdom	missing	0	0	1	0	0	0	0	SAMN03648510
7301	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	Netherlands	1995	0	0	0	1	0	0	0	SAMEA1706692
7303	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	Netherlands	1995	0	0	0	1	0	0	0	SAMEA1706690
7304	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	1	Netherlands	1998	0	0	0	1	0	0	0	SAMEA1706691
7305	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	Netherlands	2004	0	0	0	1	0	0	0	SAMEA1706696
7307	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	Netherlands	1999	0	0	0	1	0	0	0	SAMEA1706694
7308	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	1	Netherlands	1998	0	0	0	1	0	0	0	SAMEA1706695
7309	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	United Kingdom	missing	0	0	0	1	0	0	0	SAMN03648516
7310	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	1	Netherlands	1999	0	0	0	1	0	0	0	SAMEA1706698
7311	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	Netherlands	1998	0	0	0	1	0	0	0	SAMEA1706699
7312	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	United Kingdom	missing	0	0	0	1	0	0	0	SAMN03648517
7313	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	United Kingdom	missing	0	0	0	1	0	0	0	SAMN03648514
7314	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	1	Mali	missing	0	0	0	1	0	0	0	SAMN02231180
7315	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	Mali	missing	0	0	0	1	0	0	0	SAMN02231181
7316	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	Mali	missing	0	0	0	1	0	0	0	SAMN02231182
7317	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	United Kingdom	missing	1	0	0	0	0	0	0	SAMN03648515
7318	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	Mali	missing	0	0	0	1	0	0	0	SAMN02231185
7319	0	-1	-1	0	-1	-1	-1	0	-1	0	-1	1	0	-1	-1	-1	0	0	-1	-1	-1	1	-1	Mali	missing	0	0	0	1	0	0	0	SAMN02231186
7320	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	Mali	missing	0	0	0	1	0	0	0	SAMN02231187
7323	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	India	2003	0	1	0	0	0	0	0	SAMN02599143
7327	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	India	2002	0	0	1	0	0	0	0	SAMN02599147
7330	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	India	2003	0	1	0	0	0	0	0	SAMN02599144
7332	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	Malawi	2003	0	0	1	0	0	0	0	SAMEA1485330
7334	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	Malawi	2004	0	0	0	1	0	0	0	SAMEA1485332
7335	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	Malawi	2003	0	0	0	1	0	0	0	SAMEA1485335
7336	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	Malawi	2004	1	0	0	0	0	0	0	SAMEA1485334
7339	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	Malawi	2003	0	0	0	1	0	0	0	SAMEA1485339
7340	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	Malawi	2004	1	0	0	0	0	0	0	SAMEA1485338
7341	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	1	India	2014	0	0	0	0	0	0	0	SAMN06473180
7343	0	-1	-1	1	-1	-1	-1	-1	0	-1	-1	1	-1	-1	0	-1	0	-1	0	0	-1	1	1	Russia	2008	0	1	0	0	0	0	0	SAMEA1707562
7347	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	Malawi	2000	0	0	1	0	0	0	0	SAMEA1708255
7348	0	-1	-1	0	-1	-1	-1	-1	1	-1	-1	1	-1	-1	0	-1	0	-1	0	0	-1	1	1	Russia	2009	0	1	0	0	0	0	0	SAMEA1707565
7349	0	-1	-1	0	-1	-1	-1	-1	0	-1	-1	1	-1	-1	1	-1	0	-1	0	0	-1	1	0	Russia	2009	0	1	0	0	0	0	0	SAMEA1707564
7351	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	Malawi	2008	0	0	1	0	0	0	0	SAMEA1688486
7352	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	Malawi	2008	0	0	0	1	0	0	0	SAMEA1688484
7355	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	Malawi	2005	0	0	0	1	0	0	0	SAMEA1688481
7358	0	-1	-1	0	-1	-1	-1	-1	0	-1	-1	0	0	-1	0	-1	0	-1	-1	0	-1	0	0	South Africa	missing	0	0	0	0	0	0	0	SAMN03649033
7359	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	Not Provided		0	0	0	1	0	0	0	SAMEA2152298
7360	-1	-1	-1	1	-1	-1	-1	-1	1	0	-1	1	1	-1	-1	-1	1	-1	-1	-1	-1	1	0	China		0	1	0	0	0	0	0	SAMN01908887
7361	-1	-1	-1	1	-1	-1	-1	-1	1	1	-1	1	1	-1	-1	-1	1	-1	-1	-1	-1	1	1	China		0	0	0	1	0	0	0	SAMN01908886
7362	-1	-1	-1	0	-1	-1	-1	-1	0	0	-1	1	0	-1	-1	-1	0	-1	-1	-1	-1	1	0	China		0	0	0	1	0	0	0	SAMN01908885
7363	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	United Kingdom	missing	0	0	1	0	0	0	0	SAMN03648541
7364	-1	-1	-1	0	-1	-1	-1	-1	0	0	-1	0	0	-1	-1	-1	0	-1	-1	-1	-1	0	0	China		0	0	0	1	0	0	0	SAMN01908883
7365	-1	-1	-1	0	-1	-1	-1	-1	0	0	-1	0	0	-1	-1	-1	0	-1	-1	-1	-1	0	0	China		0	1	0	0	0	0	0	SAMN01908882
7366	-1	-1	-1	0	-1	-1	-1	-1	1	0	-1	1	0	-1	-1	-1	0	-1	-1	-1	-1	1	0	China		0	1	0	0	0	0	0	SAMN01908881
7367	-1	-1	-1	0	-1	-1	-1	-1	0	0	-1	0	0	-1	-1	-1	0	-1	-1	-1	-1	0	0	China		0	1	0	0	0	0	0	SAMN01908880
7368	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	India	2014	0	0	0	0	0	0	0	SAMN06473219
7369	-1	-1	-1	0	-1	-1	-1	-1	1	-1	-1	1	1	-1	-1	-1	1	-1	-1	-1	-1	1	1	China		0	1	0	0	0	0	0	SAMN01908889
7370	-1	-1	-1	1	-1	-1	-1	-1	1	0	-1	1	1	-1	-1	-1	1	-1	-1	-1	-1	1	0	China		0	1	0	0	0	0	0	SAMN01908888
7371	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	United Kingdom	missing	0	0	0	0	1	0	0	SAMN03648540
7372	-1	-1	-1	0	-1	-1	-1	-1	0	0	-1	0	0	-1	-1	-1	0	-1	-1	-1	-1	0	0	South Africa	2013	0	0	0	0	0	0	0	SAMN05576000
7373	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	South Africa	2008	0	0	1	0	0	0	0	SAMN02053756
7374	0	-1	-1	0	-1	-1	-1	-1	0	-1	-1	0	0	-1	0	-1	0	-1	-1	-1	-1	-1	0	South Africa	missing	0	0	0	0	0	0	0	SAMN03648642
7375	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	0	-1	0	0	United Kingdom	missing	0	0	0	1	0	0	0	SAMN03648543
7376	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	United Kingdom	2008	0	0	0	1	0	0	0	SAMEA1019139
7377	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	United Kingdom	2009	0	0	0	1	0	0	0	SAMEA1019133
7379	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	1	-1	0	0	United Kingdom	2005	0	0	0	0	0	0	0	SAMEA1019136
7380	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	United Kingdom	1998	0	0	0	1	0	0	0	SAMEA1019137
7381	0	-1	-1	0	-1	-1	-1	-1	0	-1	-1	1	0	-1	1	-1	1	-1	-1	0	-1	0	1	United Kingdom	2009	0	0	0	1	0	0	0	SAMEA1019134
7382	0	-1	-1	0	-1	-1	-1	-1	0	-1	-1	0	0	-1	0	-1	0	-1	-1	0	-1	0	0	South Africa	missing	0	0	0	0	0	0	0	SAMN03648643
7383	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	United Kingdom	missing	0	0	1	0	0	0	0	SAMN03648542
7384	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	United Kingdom	2007	0	0	1	0	0	0	0	SAMEA1018980
7385	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	United Kingdom	2006	0	0	0	1	0	0	0	SAMEA1018981
7386	-1	-1	-1	-1	0	-1	-1	-1	0	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	United Kingdom	2009	0	0	0	1	0	0	0	SAMEA1018983
7387	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	United Kingdom	2005	0	0	0	1	0	0	0	SAMEA1018985
7388	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	United Kingdom	2008	0	0	0	1	0	0	0	SAMEA1018987
7389	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	United Kingdom	2007	0	0	0	1	0	0	0	SAMEA1018989
7390	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	United Kingdom	2009	0	0	0	1	0	0	0	SAMEA1019058
7391	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	United Kingdom	2007	1	0	0	0	0	0	0	SAMEA1019055
7392	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	0	-1	0	0	United Kingdom	2002	1	0	0	0	0	0	0	SAMEA1019054
7394	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	United Kingdom	2008	0	0	1	0	0	0	0	SAMEA1019056
7395	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	United Kingdom	2008	1	0	0	0	0	0	0	SAMEA1019050
7396	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	United Kingdom	2007	0	0	0	1	0	0	0	SAMEA1019053
7398	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	Malawi	2001	0	0	0	1	0	0	0	SAMEA1530648
7399	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	0	-1	0	0	Malawi	1998	0	0	0	1	0	0	0	SAMEA1530649
7400	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	Malawi	2000	0	0	0	1	0	0	0	SAMEA1530646
7401	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	Malawi	2001	0	0	0	1	0	0	0	SAMEA1530647
7403	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	Malawi	2000	0	0	0	1	0	0	0	SAMEA1530642
7405	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	0	-1	0	0	Malawi	1997	0	0	0	1	0	0	0	SAMEA1530640
7406	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	Malawi	1996	0	0	0	1	0	0	0	SAMEA1530641
7407	0	-1	-1	0	-1	-1	-1	-1	0	-1	-1	0	0	-1	0	-1	0	-1	-1	0	-1	0	0	South Africa	missing	0	0	0	1	0	0	0	SAMN03648641
7408	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	0	-1	0	0	United Kingdom	missing	0	1	0	0	0	0	0	SAMN03648544
7409	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	Not Provided		0	0	0	1	0	0	0	SAMEA2161321
7410	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	Not Provided		0	0	0	1	0	0	0	SAMEA2161451
7411	0	-1	-1	0	-1	-1	-1	-1	0	-1	-1	0	0	-1	0	-1	0	-1	-1	0	-1	0	0	South Africa	missing	0	0	0	1	0	0	0	SAMN03648646
7412	0	-1	-1	0	-1	-1	-1	-1	0	-1	-1	0	0	-1	0	-1	0	-1	-1	0	-1	0	0	South Africa	missing	0	0	0	1	0	0	0	SAMN03648547
7413	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	0	-1	0	0	Germany		0	0	0	0	0	0	0	SAMEA2535123
7414	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	0	-1	0	0	Germany		0	0	0	0	0	0	0	SAMEA2535122
7415	0	-1	-1	0	-1	-1	-1	-1	0	-1	-1	0	0	-1	0	-1	0	-1	-1	0	-1	0	0	South Africa	missing	0	0	0	0	0	0	0	SAMN03648647
7416	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	0	-1	0	0	Germany		0	0	0	0	0	0	0	SAMEA2535120
7417	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	0	-1	0	0	United Kingdom	missing	0	0	0	1	0	0	0	SAMN03648546
7418	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	0	0	-1	0	0	Iran		0	1	0	0	0	0	0	SAMEA2535125
7419	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	0	-1	0	0	Germany		0	0	0	0	0	0	0	SAMEA2535129
7420	-1	-1	-1	0	-1	-1	-1	-1	0	0	-1	1	0	-1	-1	-1	1	-1	-1	-1	-1	1	1	China		0	1	0	0	0	0	0	SAMN01908813
7421	-1	-1	-1	0	-1	-1	-1	-1	0	0	-1	0	0	-1	-1	-1	0	-1	-1	-1	-1	0	0	South Africa	2012	0	0	0	0	0	0	0	SAMN05575068
7422	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	United Kingdom	missing	1	0	0	0	0	0	0	SAMN03648518
7423	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	United Kingdom	missing	0	0	0	1	0	0	0	SAMN03648519
7424	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	United Kingdom	missing	0	0	1	0	0	0	0	SAMN03647209
7425	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	United Kingdom	missing	0	0	0	1	0	0	0	SAMN03647208
