	country	lineage	drug	strain	date	MDR
2524	China	lineage2	RIFAMPICIN/RIFABUTIN	SAMN01908783	24.7160654402	1
2525	China	lineage2	RIFAMPICIN/RIFABUTIN	SAMN01908785	11.932047933800002	1
2526	China	lineage2	RIFAMPICIN/RIFABUTIN	SAMN01908789	15.0289796019	1
2527	China	lineage2	RIFAMPICIN/RIFABUTIN	SAMN01908890	16.3286652475	1
2528	China	lineage2	RIFAMPICIN/RIFABUTIN	SAMN01908891	4.83828981809	1
2529	China	lineage2	RIFAMPICIN/RIFABUTIN	SAMN01908893	12.5369918654	1
2530	China	lineage2	RIFAMPICIN/RIFABUTIN	SAMN01908779	15.5881071511	1
2531	China	lineage2	RIFAMPICIN/RIFABUTIN	SAMN01908778	18.7682844277	1
2532	China	lineage2	RIFAMPICIN/RIFABUTIN	SAMN01908815	12.693187359000001	1
2533	China	lineage2	RIFAMPICIN/RIFABUTIN	SAMN01908777	23.758069536199997	1
2534	China	lineage2	RIFAMPICIN/RIFABUTIN	SAMN01908776	20.6911325686	1
2535	China	lineage2	RIFAMPICIN/RIFABUTIN	SAMN01908770	20.697354296500002	1
2536	China	lineage2	RIFAMPICIN/RIFABUTIN	SAMN01908772	11.677269156400001	1
2537	China	lineage2	RIFAMPICIN/RIFABUTIN	SAMN01908795	12.5369918655	1
2538	China	lineage2	RIFAMPICIN/RIFABUTIN	SAMN01908794	16.4026229984	1
2539	China	lineage2	RIFAMPICIN/RIFABUTIN	SAMN01908887	19.1393177936	1
2540	China	lineage2	RIFAMPICIN/RIFABUTIN	SAMN01908881	22.262174613800003	1
2541	China	lineage2	RIFAMPICIN/RIFABUTIN	SAMN01908889	12.693187359000001	1
2542	China	lineage2	RIFAMPICIN/RIFABUTIN	SAMN01908888	19.1393177936	1
2543	China	lineage2	RIFAMPICIN/RIFABUTIN	SAMN01908808	12.8349984718	1
2544	China	lineage2	RIFAMPICIN/RIFABUTIN	SAMN01908807	17.1449635261	1
2545	China	lineage2	RIFAMPICIN/RIFABUTIN	SAMN01908805	9.69607513511	1
2546	China	lineage2	RIFAMPICIN/RIFABUTIN	SAMN01908804	12.4062063237	1
2547	China	lineage2	RIFAMPICIN/RIFABUTIN	SAMN01908803	16.3286652475	1
2548	China	lineage2	RIFAMPICIN/RIFABUTIN	SAMN01908833	22.1244712553	1
2549	China	lineage2	RIFAMPICIN/RIFABUTIN	SAMN01908831	8.52082099279	1
2550	China	lineage2	RIFAMPICIN/RIFABUTIN	SAMN01908837	16.804258433	1
2551	China	lineage2	RIFAMPICIN/RIFABUTIN	SAMN01908834	12.8349984718	1
2552	China	lineage2	RIFAMPICIN/RIFABUTIN	SAMN01908835	12.700593181199999	1
2553	China	lineage2	RIFAMPICIN/RIFABUTIN	SAMN01908825	9.63455207732	1
2554	China	lineage2	RIFAMPICIN/RIFABUTIN	SAMN01908821	24.748596979699997	1
2555	China	lineage2	RIFAMPICIN/RIFABUTIN	SAMN01908823	12.700593181199999	1
2556	China	lineage2	RIFAMPICIN/RIFABUTIN	SAMN01908822	18.7682844277	1
2557	China	lineage2	RIFAMPICIN/RIFABUTIN	SAMN01908818	7.3218069549500004	1
2558	China	lineage2	RIFAMPICIN/RIFABUTIN	SAMN01908828	17.6303675296	1
2559	China	lineage2	RIFAMPICIN/RIFABUTIN	SAMN01908819	19.1393177936	1
2560	China	lineage2	RIFAMPICIN/RIFABUTIN	SAMN01908744	15.549368166099999	1
2561	China	lineage2	RIFAMPICIN/RIFABUTIN	SAMN01908746	19.1393177936	1
2562	China	lineage2	RIFAMPICIN/RIFABUTIN	SAMN01908743	9.096316818810001	1
2563	China	lineage2	RIFAMPICIN/RIFABUTIN	SAMN01908748	13.6018198375	1
2564	China	lineage2	RIFAMPICIN/RIFABUTIN	SAMN01908850	12.5369918655	1
2565	China	lineage2	RIFAMPICIN/RIFABUTIN	SAMN01908852	16.109032051	1
2566	China	lineage2	RIFAMPICIN/RIFABUTIN	SAMN01908853	13.4352470312	1
2567	China	lineage2	RIFAMPICIN/RIFABUTIN	SAMN01908858	11.455906908800001	1
2568	China	lineage2	RIFAMPICIN/RIFABUTIN	SAMN01908813	19.1393177936	1
2569	United Kingdom	lineage3	ETHAMBUTOL	SAMN03647401	16.1645945772	0
2570	United Kingdom	lineage3	ETHAMBUTOL	SAMN03647558	21.5108466377	1
2571	Peru	lineage2	STREPTOMYCIN	Peru4109	7.674526196910001	0
2572	Peru	lineage2	STREPTOMYCIN	Peru4635	16.0560092331	1
2573	Peru	lineage2	STREPTOMYCIN	Peru4471	7.674526196910001	0
2574	Peru	lineage2	STREPTOMYCIN	Peru4615	27.0406060006	0
2575	Peru	lineage2	STREPTOMYCIN	Peru4940	21.608996040700003	1
2576	Peru	lineage2	STREPTOMYCIN	Peru4527	8.84779070901	1
2577	Peru	lineage2	STREPTOMYCIN	Peru4304	21.608996040700003	1
2578	Peru	lineage2	STREPTOMYCIN	Peru5417	8.6901329456	0
2579	Peru	lineage2	STREPTOMYCIN	Peru5007	16.0560092331	1
2580	Peru	lineage2	STREPTOMYCIN	Peru5126	8.6901329456	1
2581	Peru	lineage2	STREPTOMYCIN	Peru3379	7.674526196910001	1
2582	Peru	lineage2	STREPTOMYCIN	Peru3413	7.674526196910001	1
2583	Peru	lineage2	STREPTOMYCIN	Peru4323	7.674526196910001	1
2584	Peru	lineage2	STREPTOMYCIN	Peru5439	8.6901329456	1
2585	Peru	lineage2	STREPTOMYCIN	Peru5080	7.674526196919999	1
2586	Peru	lineage2	STREPTOMYCIN	Peru2964	1.87573087256	1
2587	Peru	lineage2	STREPTOMYCIN	Peru4037	7.5953994919	0
2588	Peru	lineage2	STREPTOMYCIN	Peru3430	2.75114720839	1
2589	Peru	lineage2	STREPTOMYCIN	SAMEA3558178	14.7960695822	0
2590	Peru	lineage2	STREPTOMYCIN	Peru4622	7.674526196910001	1
2591	Peru	lineage2	STREPTOMYCIN	Peru4724	7.674526196910001	1
2592	Peru	lineage2	STREPTOMYCIN	Peru4898	21.608996040700003	1
2593	Peru	lineage2	STREPTOMYCIN	Peru4998	1.65717543313	1
2594	Peru	lineage2	STREPTOMYCIN	Peru3308	2.75114720839	1
2595	Peru	lineage2	STREPTOMYCIN	Peru3282	27.0406060006	1
2596	Peru	lineage2	STREPTOMYCIN	Peru3399	1.87573087256	1
2597	Peru	lineage2	STREPTOMYCIN	Peru5118	8.6901329456	1
2598	Peru	lineage2	STREPTOMYCIN	SAMEA3558181	14.7960695822	0
2599	Peru	lineage2	STREPTOMYCIN	Peru3022	21.608996040700003	0
2600	Peru	lineage2	STREPTOMYCIN	Peru4989	7.674526196910001	1
2601	South Africa	lineage4	OTHER	SAMEA95518918	13.8139879575	1
2602	South Africa	lineage4	OTHER	SAMEA95486668	1.26383207708	1
2603	South Africa	lineage4	OTHER	SAMEA95413918	13.8139879575	1
2604	Peru	lineage2	AMINOGLYCOSIDE	Peru4635	53.68944577479999	1
2605	Peru	lineage2	AMINOGLYCOSIDE	Peru4940	12.2962928581	1
2606	Peru	lineage2	AMINOGLYCOSIDE	Peru5007	53.68944577479999	1
2607	Peru	lineage2	AMINOGLYCOSIDE	Peru5439	59.7518976719	1
2608	Peru	lineage2	AMINOGLYCOSIDE	Peru4036	12.8173202571	0
2609	Peru	lineage2	AMINOGLYCOSIDE	Peru3282	25.3144838398	1
2610	South Korea	lineage2	AMINOGLYCOSIDE	SAMN02398704	16.0199280855	1
2611	South Korea	lineage2	AMINOGLYCOSIDE	SAMN02398716	8.308625010610001	1
2612	South Korea	lineage2	AMINOGLYCOSIDE	SAMN02398714	26.8596783052	0
2613	South Korea	lineage2	AMINOGLYCOSIDE	SAMN02398713	16.0199280855	1
2614	South Korea	lineage2	AMINOGLYCOSIDE	SAMN02398712	16.0199280855	1
2615	South Korea	lineage2	AMINOGLYCOSIDE	SAMN02398711	16.0199280855	1
2616	South Korea	lineage2	AMINOGLYCOSIDE	SAMN02398703	16.0199280855	1
2617	South Korea	lineage2	AMINOGLYCOSIDE	SAMN02398708	8.308625010610001	1
2618	South Korea	lineage2	AMINOGLYCOSIDE	SAMN02360618	26.8596783052	1
2619	South Korea	lineage2	AMINOGLYCOSIDE	SAMN02360610	9.19432836739	1
2620	South Korea	lineage2	AMINOGLYCOSIDE	SAMN02398693	16.0199280855	1
2621	South Korea	lineage2	AMINOGLYCOSIDE	SAMN02398696	16.0199280855	1
2622	South Korea	lineage2	AMINOGLYCOSIDE	SAMEA3558131	52.987667611899994	0
2623	Peru	lineage2	PYRAZINAMIDE	Peru4101	16.392250133	0
2624	Peru	lineage2	PYRAZINAMIDE	Peru4635	32.272553812199995	1
2625	Peru	lineage2	PYRAZINAMIDE	Peru3392	16.3922501331	1
2626	Peru	lineage2	PYRAZINAMIDE	Peru4098	16.392250133	0
2627	Peru	lineage2	PYRAZINAMIDE	Peru4940	50.7551216695	1
2628	Peru	lineage2	PYRAZINAMIDE	Peru4304	13.920183390899998	1
2629	Peru	lineage2	PYRAZINAMIDE	Peru5417	12.158171516	0
2630	Peru	lineage2	PYRAZINAMIDE	Peru5007	32.272553812199995	1
2631	Peru	lineage2	PYRAZINAMIDE	Peru5103	66.3620372849	0
2632	Peru	lineage2	PYRAZINAMIDE	Peru3413	27.300316846799998	1
2633	Peru	lineage2	PYRAZINAMIDE	Peru4323	24.680967241399998	1
2634	Peru	lineage2	PYRAZINAMIDE	Peru4608	1.2751693858700002	1
2635	Peru	lineage2	PYRAZINAMIDE	Peru4318	21.156145143299998	1
2636	Peru	lineage2	PYRAZINAMIDE	Peru3282	6.06572567189	1
2637	Peru	lineage2	PYRAZINAMIDE	Peru4622	27.300316846799998	1
2638	Peru	lineage2	PYRAZINAMIDE	Peru4724	27.300316846799998	1
2639	Peru	lineage2	PYRAZINAMIDE	Peru4898	50.7551216695	1
2640	Peru	lineage2	PYRAZINAMIDE	Peru4082	149.675048365	0
2641	Peru	lineage2	PYRAZINAMIDE	Peru4998	12.0484748318	1
2642	Germany	lineage2	ISONIAZID	SAMEA2534464	16.734303763	0
2643	Germany	lineage2	ISONIAZID	SAMEA2533646	13.29680442	0
2644	Germany	lineage2	ISONIAZID	SAMEA2534018	7.865101016280001	1
2645	Germany	lineage2	ISONIAZID	SAMEA2534995	13.101466605799999	0
2646	Germany	lineage2	ISONIAZID	SAMEA2534730	13.101466605799999	0
2647	Germany	lineage2	ISONIAZID	SAMEA2533889	17.1780776249	1
2648	Germany	lineage2	ISONIAZID	SAMEA2535154	13.29680442	0
2649	Germany	lineage2	ISONIAZID	SAMEA2535237	3.52096075795	1
2650	Germany	lineage2	ISONIAZID	SAMEA2533795	11.104020141400001	1
2651	Germany	lineage2	ISONIAZID	SAMEA2535029	15.1212775806	1
2652	Germany	lineage2	ISONIAZID	SAMEA2534742	2.3899600299	0
2653	Germany	lineage2	ISONIAZID	SAMEA2535025	13.296804420099999	0
2654	Germany	lineage2	ISONIAZID	SAMEA2534567	17.178077625	1
2655	Germany	lineage2	ISONIAZID	SAMEA2534314	17.178077625	1
2656	Netherlands	lineage4	STREPTOMYCIN	SAMEA968130	15.7456994345	0
2657	Netherlands	lineage4	STREPTOMYCIN	SAMEA1706698	7.31797931529	0
2658	Netherlands	lineage4	STREPTOMYCIN	SAMEA1706695	7.31797931529	0
2659	Netherlands	lineage4	STREPTOMYCIN	SAMEA1706684	7.31797931529	0
2660	Netherlands	lineage4	STREPTOMYCIN	SAMEA1706686	7.31797931529	0
2661	South Korea	lineage2	STREPTOMYCIN	SAMN02398714	25.4821363429	0
2662	South Korea	lineage2	STREPTOMYCIN	SAMN02398701	19.9031241975	1
2663	South Korea	lineage2	STREPTOMYCIN	SAMN02360618	25.4821363429	1
2664	South Korea	lineage2	STREPTOMYCIN	SAMN02360610	11.692390921300001	1
2665	South Korea	lineage2	STREPTOMYCIN	SAMEA3558131	52.442222889600004	0
2666	United Kingdom	lineage2	RIFAMPICIN/RIFABUTIN	SAMN03647440	11.590773963599998	1
2667	United Kingdom	lineage2	RIFAMPICIN/RIFABUTIN	SAMN03647592	14.4396517984	1
2668	United Kingdom	lineage2	RIFAMPICIN/RIFABUTIN	SAMN03648046	11.389502512	1
2669	United Kingdom	lineage2	RIFAMPICIN/RIFABUTIN	SAMN03648043	11.389502512	1
2670	United Kingdom	lineage2	RIFAMPICIN/RIFABUTIN	SAMN03647430	11.590773963599998	1
2671	United Kingdom	lineage2	RIFAMPICIN/RIFABUTIN	SAMN03647602	12.79731713	1
2672	United Kingdom	lineage2	RIFAMPICIN/RIFABUTIN	SAMN03647913	9.451668390930001	1
2673	United Kingdom	lineage2	RIFAMPICIN/RIFABUTIN	SAMN03647605	9.31619318371	1
2674	United Kingdom	lineage2	RIFAMPICIN/RIFABUTIN	SAMN03648053	5.50861754082	1
2675	United Kingdom	lineage2	RIFAMPICIN/RIFABUTIN	SAMN03648197	14.4396517984	1
2676	United Kingdom	lineage2	RIFAMPICIN/RIFABUTIN	SAMN03647423	24.456515919	1
2677	United Kingdom	lineage2	RIFAMPICIN/RIFABUTIN	SAMN03648084	11.389502512	1
2678	United Kingdom	lineage2	RIFAMPICIN/RIFABUTIN	SAMN03648062	11.389502512	1
2679	United Kingdom	lineage2	RIFAMPICIN/RIFABUTIN	SAMN03648082	4.32592129134	1
2680	United Kingdom	lineage2	RIFAMPICIN/RIFABUTIN	SAMN03648001	21.8229107784	1
2681	United Kingdom	lineage2	RIFAMPICIN/RIFABUTIN	SAMN03648003	14.4396517984	1
2682	United Kingdom	lineage2	RIFAMPICIN/RIFABUTIN	SAMN03647563	11.921473788	1
2683	United Kingdom	lineage2	RIFAMPICIN/RIFABUTIN	SAMN03647560	14.4396517984	1
2684	United Kingdom	lineage2	RIFAMPICIN/RIFABUTIN	SAMN03647142	14.4396517984	1
2685	United Kingdom	lineage2	RIFAMPICIN/RIFABUTIN	SAMN03647540	11.921473788	1
2686	United Kingdom	lineage2	RIFAMPICIN/RIFABUTIN	SAMEA2296953	9.451668390930001	1
2687	United Kingdom	lineage2	RIFAMPICIN/RIFABUTIN	SAMN03648302	14.4396517984	1
2688	United Kingdom	lineage2	RIFAMPICIN/RIFABUTIN	SAMN03648300	14.4396517984	1
2689	United Kingdom	lineage2	RIFAMPICIN/RIFABUTIN	SAMN03647400	14.4396517984	1
2690	United Kingdom	lineage2	RIFAMPICIN/RIFABUTIN	SAMN03647155	24.456515919	1
2691	United Kingdom	lineage2	RIFAMPICIN/RIFABUTIN	SAMN03647508	11.921473788	1
2692	Sierra Leone	lineage4	PYRAZINAMIDE	SAMEA2533720	3.24393546278	1
2693	Sierra Leone	lineage4	PYRAZINAMIDE	SAMEA2533376	3.4342401156099998	1
2694	Sierra Leone	lineage4	PYRAZINAMIDE	SAMEA2534034	8.26437786747	0
2695	United Kingdom	lineage1	PYRAZINAMIDE	SAMN03647994	20.4473731444	0
2696	United Kingdom	lineage1	PYRAZINAMIDE	SAMN03647998	15.103098700899999	0
2697	United Kingdom	lineage1	PYRAZINAMIDE	SAMN03647411	14.440993233199999	1
2698	United Kingdom	lineage1	PYRAZINAMIDE	SAMN03647525	21.3738510646	1
2699	United Kingdom	lineage1	PYRAZINAMIDE	SAMEA2297019	22.1124132823	0
2700	United Kingdom	lineage1	PYRAZINAMIDE	SAMN03647573	17.0604363274	1
2701	United Kingdom	lineage1	PYRAZINAMIDE	SAMN03647461	12.4741080172	0
2702	United Kingdom	lineage1	PYRAZINAMIDE	SAMEA2297075	15.420705733599998	0
2703	United Kingdom	lineage1	PYRAZINAMIDE	SAMN03648020	24.3064771122	0
2704	United Kingdom	lineage1	PYRAZINAMIDE	SAMN03648069	15.103098700899999	0
2705	Peru	lineage4	PYRAZINAMIDE	Peru3008	0.854695749527	1
2706	Peru	lineage4	PYRAZINAMIDE	Peru4987	1.7636101393	1
2707	Peru	lineage4	PYRAZINAMIDE	Peru4548	1.9622046082700002	1
2708	Peru	lineage4	PYRAZINAMIDE	Peru3962	2.48410044213	0
2709	Peru	lineage4	PYRAZINAMIDE	Peru3277	1.38281592905	1
2710	Peru	lineage4	PYRAZINAMIDE	Peru4980	2.42152754431	1
2711	Peru	lineage4	PYRAZINAMIDE	Peru2980	2.35673852183	1
2712	Peru	lineage4	PYRAZINAMIDE	Peru3270	3.5136544208	1
2713	Peru	lineage4	PYRAZINAMIDE	Peru4054	5.9430007494599995	0
2714	Peru	lineage4	PYRAZINAMIDE	Peru4958	14.481357290899998	1
2715	Peru	lineage4	PYRAZINAMIDE	Peru3366	1.21564824698	1
2716	Peru	lineage4	PYRAZINAMIDE	Peru3367	1.4829904144600001	1
2717	Peru	lineage4	PYRAZINAMIDE	Peru3362	1.54880458449	1
2718	Peru	lineage4	PYRAZINAMIDE	Peru3361	2.5793731266	1
2719	Peru	lineage4	PYRAZINAMIDE	Peru4907	1.0748005222900001	1
2720	Peru	lineage4	PYRAZINAMIDE	Peru4905	2.7559411339599995	0
2721	Peru	lineage4	PYRAZINAMIDE	Peru4610	1.9107657746200002	1
2722	Peru	lineage4	PYRAZINAMIDE	Peru4902	2.91397825193	1
2723	Peru	lineage4	PYRAZINAMIDE	Peru4614	1.94000419879	1
2724	Peru	lineage4	PYRAZINAMIDE	Peru5032	8.46269717218	1
2725	Peru	lineage4	PYRAZINAMIDE	Peru2911	2.61966408368	1
2726	Peru	lineage4	PYRAZINAMIDE	Peru3069	2.54542981849	1
2727	Peru	lineage4	PYRAZINAMIDE	Peru5121	1.5779947763100002	1
2728	Peru	lineage4	PYRAZINAMIDE	Peru3066	0.854695749527	1
2729	Peru	lineage4	PYRAZINAMIDE	Peru5111	2.08444545694	1
2730	Peru	lineage4	PYRAZINAMIDE	Peru5445	1.36614659465	1
2731	Peru	lineage4	PYRAZINAMIDE	Peru5116	1.35259338949	1
2732	Peru	lineage4	PYRAZINAMIDE	Peru5115	1.62136460329	1
2733	Peru	lineage4	PYRAZINAMIDE	Peru5114	1.65144200424	1
2734	Peru	lineage4	PYRAZINAMIDE	Peru4122	3.5607074238	1
2735	Peru	lineage4	PYRAZINAMIDE	Peru4534	1.3984989379	1
2736	Peru	lineage4	PYRAZINAMIDE	Peru4533	4.592788789630001	1
2737	Peru	lineage4	PYRAZINAMIDE	Peru4531	22.808163305500003	1
2738	Peru	lineage4	PYRAZINAMIDE	Peru3271	1.3984989379	1
2739	Peru	lineage4	PYRAZINAMIDE	Peru4538	0.6808590969859999	1
2740	Peru	lineage4	PYRAZINAMIDE	Peru3395	1.3217553566700002	1
2741	Peru	lineage4	PYRAZINAMIDE	Peru4015	6.13357685274	0
2742	Peru	lineage4	PYRAZINAMIDE	Peru4016	0.386694549261	1
2743	Peru	lineage4	PYRAZINAMIDE	Peru3324	2.3682619501	1
2744	Peru	lineage4	PYRAZINAMIDE	Peru4085	1.57521031908	1
2745	Peru	lineage4	PYRAZINAMIDE	Peru4125	0.7500131859579999	0
2746	Peru	lineage4	PYRAZINAMIDE	Peru4120	4.745502833680001	0
2747	Peru	lineage4	PYRAZINAMIDE	Peru3275	1.96311122232	1
2748	Peru	lineage4	PYRAZINAMIDE	Peru4651	3.1993086331200002	1
2749	Peru	lineage4	PYRAZINAMIDE	Peru4650	26.536989695	1
2750	Peru	lineage4	PYRAZINAMIDE	Peru4715	2.23328082047	1
2751	Peru	lineage4	PYRAZINAMIDE	Peru4713	15.0911330548	1
2752	Peru	lineage4	PYRAZINAMIDE	Peru4710	6.456194304069999	1
2753	Peru	lineage4	PYRAZINAMIDE	Peru2949	5.26765797195	1
2754	Peru	lineage4	PYRAZINAMIDE	Peru2919	1.9415284962000001	1
2755	Peru	lineage4	PYRAZINAMIDE	Peru2946	1.25769178208	1
2756	Peru	lineage4	PYRAZINAMIDE	Peru5083	26.536989695	1
2757	Peru	lineage4	PYRAZINAMIDE	Peru5087	2.45741139606	1
2758	Peru	lineage4	PYRAZINAMIDE	Peru5086	2.038743663	1
2759	Peru	lineage4	PYRAZINAMIDE	Peru3024	0.468950838425	1
2760	Peru	lineage4	PYRAZINAMIDE	Peru3027	5.26765797195	1
2761	Peru	lineage4	PYRAZINAMIDE	Peru4975	16.0757724549	1
2762	Peru	lineage4	PYRAZINAMIDE	Peru5156	1.5661739053000001	1
2763	Peru	lineage4	PYRAZINAMIDE	Peru5154	2.5793731266	1
2764	Peru	lineage4	PYRAZINAMIDE	Peru5153	9.58019283866	1
2765	Peru	lineage4	PYRAZINAMIDE	Peru5152	1.9622046082700002	1
2766	Peru	lineage4	PYRAZINAMIDE	Peru5015	2.17224278979	1
2767	Peru	lineage4	PYRAZINAMIDE	Peru5012	1.62136460329	1
2768	Peru	lineage4	PYRAZINAMIDE	Peru5013	5.7161538071099995	1
2769	Peru	lineage4	PYRAZINAMIDE	Peru5019	15.372517734	1
2770	Peru	lineage4	PYRAZINAMIDE	Peru3291	2.56790709803	1
2771	Peru	lineage4	PYRAZINAMIDE	Peru3297	1.36988014447	1
2772	Peru	lineage4	PYRAZINAMIDE	Peru3298	23.471898984499997	1
2773	Peru	lineage4	PYRAZINAMIDE	Peru3054	2.8298266583099996	1
2774	Peru	lineage4	PYRAZINAMIDE	Peru4306	6.94691157957	1
2775	Peru	lineage4	PYRAZINAMIDE	Peru2959	1.4829904144600001	1
2776	Peru	lineage4	PYRAZINAMIDE	Peru2945	15.372517734	1
2777	Peru	lineage4	PYRAZINAMIDE	Peru4577	1.3465419948500001	1
2778	Peru	lineage4	PYRAZINAMIDE	Peru4691	3.3983041649400003	1
2779	Peru	lineage4	PYRAZINAMIDE	Peru4697	2.7319000499	1
2780	Peru	lineage4	PYRAZINAMIDE	Peru4696	3.3983041649400003	1
2781	Peru	lineage4	PYRAZINAMIDE	Peru4599	2.14165061085	1
2782	Peru	lineage4	PYRAZINAMIDE	Peru4590	2.08471880882	1
2783	Peru	lineage4	PYRAZINAMIDE	Peru4592	2.14165061085	1
2784	Peru	lineage4	PYRAZINAMIDE	Peru4595	2.65492831482	1
2785	Peru	lineage4	PYRAZINAMIDE	Peru4596	2.14165061085	1
2786	Peru	lineage4	PYRAZINAMIDE	Peru2913	2.37973175762	0
2787	Peru	lineage4	PYRAZINAMIDE	Peru2906	1.3217553566700002	0
2788	Peru	lineage4	PYRAZINAMIDE	Peru3375	3.5607074238	1
2789	Peru	lineage4	PYRAZINAMIDE	Peru2908	3.1993086331200002	1
2790	Peru	lineage4	PYRAZINAMIDE	Peru4930	1.1917913502200002	1
2791	Peru	lineage4	PYRAZINAMIDE	Peru4936	2.47117267987	1
2792	Peru	lineage4	PYRAZINAMIDE	Peru4937	1.18830521763	1
2793	Peru	lineage4	PYRAZINAMIDE	Peru4935	1.54575035118	1
2794	Peru	lineage4	PYRAZINAMIDE	Peru4626	4.91065902942	1
2795	Peru	lineage4	PYRAZINAMIDE	Peru4045	2.25401582873	0
2796	Peru	lineage4	PYRAZINAMIDE	Peru3017	1.02903116088	1
2797	Peru	lineage4	PYRAZINAMIDE	Peru3012	2.5793731266	1
2798	Peru	lineage4	PYRAZINAMIDE	Peru4517	24.8300208488	1
2799	Peru	lineage4	PYRAZINAMIDE	Peru4138	2.56790709803	1
2800	Peru	lineage4	PYRAZINAMIDE	Peru5125	12.406471505799999	1
2801	Peru	lineage4	PYRAZINAMIDE	Peru5122	2.0464090157799997	1
2802	Peru	lineage4	PYRAZINAMIDE	Peru5431	1.9488677193900001	1
2803	Peru	lineage4	PYRAZINAMIDE	Peru5432	30.543691276700002	1
2804	Peru	lineage4	PYRAZINAMIDE	Peru5430	6.77881634158	0
2805	Peru	lineage4	PYRAZINAMIDE	Peru5128	30.543691276700002	1
2806	Peru	lineage4	PYRAZINAMIDE	Peru4916	2.61668010543	1
2807	Peru	lineage4	PYRAZINAMIDE	Peru4142	1.05174346971	1
2808	Peru	lineage4	PYRAZINAMIDE	Peru4140	1.5156450301700002	1
2809	Peru	lineage4	PYRAZINAMIDE	Peru4612	23.8672410147	1
2810	Peru	lineage4	PYRAZINAMIDE	Peru5150	22.3199382363	1
2811	Peru	lineage4	PYRAZINAMIDE	Peru3338	1.7163591251800001	1
2812	Peru	lineage4	PYRAZINAMIDE	Peru3332	21.9938538186	1
2813	Peru	lineage4	PYRAZINAMIDE	Peru4529	5.86475273427	1
2814	Peru	lineage4	PYRAZINAMIDE	Peru4483	0.722406652629	1
2815	Peru	lineage4	PYRAZINAMIDE	Peru4485	7.348814621960001	0
2816	Peru	lineage4	PYRAZINAMIDE	Peru4523	3.5076009484400004	1
2817	Peru	lineage4	PYRAZINAMIDE	Peru4525	8.19301262386	1
2818	Peru	lineage4	PYRAZINAMIDE	Peru4705	2.26536914311	1
2819	Peru	lineage4	PYRAZINAMIDE	Peru4556	3.5207490237699997	1
2820	Peru	lineage4	PYRAZINAMIDE	Peru4467	2.13741618879	0
2821	Peru	lineage4	PYRAZINAMIDE	Peru4499	0.47521607006800004	0
2822	Peru	lineage4	PYRAZINAMIDE	Peru3348	2.5793731266	1
2823	Peru	lineage4	PYRAZINAMIDE	Peru3349	1.5876948395	1
2824	Peru	lineage4	PYRAZINAMIDE	Peru3422	1.7587355844900001	1
2825	Peru	lineage4	PYRAZINAMIDE	Peru3424	0.576600566978	1
2826	Peru	lineage4	PYRAZINAMIDE	Peru3340	3.7759123315	1
2827	Peru	lineage4	PYRAZINAMIDE	Peru3342	1.6816268408200001	1
2828	Peru	lineage4	PYRAZINAMIDE	Peru2937	3.7759123315	0
2829	Peru	lineage4	PYRAZINAMIDE	Peru4961	0.720001964824	1
2830	Peru	lineage4	PYRAZINAMIDE	Peru4964	15.47048948	1
2831	Peru	lineage4	PYRAZINAMIDE	Peru5001	4.91065902942	1
2832	Peru	lineage4	PYRAZINAMIDE	Peru5002	1.5742925322	1
2833	Peru	lineage4	PYRAZINAMIDE	Peru5004	11.5770959136	1
2834	Peru	lineage4	PYRAZINAMIDE	Peru5006	22.3199382364	1
2835	Peru	lineage4	PYRAZINAMIDE	Peru3287	5.2864539784	1
2836	Peru	lineage4	PYRAZINAMIDE	Peru3286	1.9415284962000001	1
2837	Peru	lineage4	PYRAZINAMIDE	Peru3281	2.37973175762	1
2838	Peru	lineage4	PYRAZINAMIDE	Peru3049	1.38281592905	1
2839	Peru	lineage4	PYRAZINAMIDE	Peru4995	1.69203842625	1
2840	Peru	lineage4	PYRAZINAMIDE	Peru4997	9.58019283866	1
2841	Peru	lineage4	PYRAZINAMIDE	Peru4999	9.82758140646	1
2842	Peru	lineage4	PYRAZINAMIDE	Peru4104	0.8593684424	0
2843	Peru	lineage4	PYRAZINAMIDE	Peru4516	2.28860290768	1
2844	Peru	lineage4	PYRAZINAMIDE	Peru4564	2.7105741467400004	1
2845	Peru	lineage4	PYRAZINAMIDE	Peru4567	7.95967966803	1
2846	Peru	lineage4	PYRAZINAMIDE	Peru4561	2.0464090157799997	1
2847	Peru	lineage4	PYRAZINAMIDE	Peru4563	26.790418818699997	1
2848	Peru	lineage4	PYRAZINAMIDE	Peru4569	1.9415284962000001	1
2849	Peru	lineage4	PYRAZINAMIDE	Peru2962	1.7587355844900001	1
2850	Peru	lineage4	PYRAZINAMIDE	Peru2960	1.38281592905	1
2851	Peru	lineage4	PYRAZINAMIDE	Peru4033	14.06366084	0
2852	Peru	lineage4	PYRAZINAMIDE	Peru2969	2.8298266583099996	1
2853	Peru	lineage4	PYRAZINAMIDE	Peru4741	2.63719983868	1
2854	Peru	lineage4	PYRAZINAMIDE	Peru4740	12.720514509500001	1
2855	Peru	lineage4	PYRAZINAMIDE	Peru4583	22.3199382363	1
2856	Peru	lineage4	PYRAZINAMIDE	Peru4580	23.8672410147	1
2857	Peru	lineage4	PYRAZINAMIDE	Peru4584	0.856650632042	1
2858	Peru	lineage4	PYRAZINAMIDE	Peru3068	2.5793731266	1
